
robotV3: Command not recognized.


robotV3 >> sm 75 75
Motor Vectors: [75, 75]


robotV3 >> log 75 75


robotV3 >> a,b
10850868,10911272
10850868,10911272
10850868,10911272
10850868,10911272
10850868,10911272
10850868,10912032
10850868,10912032
10850868,10912032
10850868,10912032
10850868,10912032
10850868,10913416
10850868,10913416
10850868,10913416
10850868,10915020
10850868,10915020
10850868,10915020
10850868,10915020
10850868,10916512
10850868,10916512
10850868,10916512
10850868,10916512
10850868,10916512
10850868,10917296
10850868,10917296
10850868,10917296
10850868,10917296
10850868,10918732
10850868,10918732
10850868,10918732
10850868,10920248
10850868,10920248
10850868,10920248
10850868,10920248
10850868,10921772
10850868,10921772
10850868,10921772
10850868,10921772
10850868,10921772
10850868,10921772
10850868,10922600
10850868,10922600
10850868,10922600
10850868,10923956
10850868,10923956
10850868,10923956
10850868,10925508
10850868,10925508
10850868,10925508
10850868,10925508
10850868,10925508
10850868,10925508
10850868,10927036
10850868,10927036
10850868,10927036
10850868,10927036
10850868,10927808
10850868,10927808
10850868,10927808
10850868,10929140
10850868,10929140
10850868,10929140
10850868,10929140
10850868,10930760
10850868,10930760
10850868,10930760
10850868,10930760
10850868,10930760
10850868,10932208
10850868,10932208
10850868,10932208
10850868,10932208
10850868,10932952
10850868,10932952
10850868,10932952
10850868,10934348
10850868,10934348
10850868,10934348
10850868,10934348
10850868,10935972
10850868,10935972
10850868,10935972
10850868,10935972
10850868,10935972
10850868,10935972
10850868,10937456
10850868,10937456
10850868,10937456
10850868,10938228
10850868,10938228
10850868,10938228
10850868,10939676
10850868,10939676
10850868,10939676
10850868,10939676
10850868,10939676
10850868,10939676
10850868,10941200
10850868,10941200
10850868,10941200
10850868,10941200
10850868,10942708
10850868,10942708
10850868,10942708
10850868,10943536
10850868,10943536
10850868,10943536
10850868,10943536
10850868,10944892
10850868,10944892
10850868,10944892
10850868,10944892
10850868,10944892
10850868,10944892
10850868,10946440
10850868,10946440
10850868,10946440
10850868,10947948
10850868,10947948
10850868,10947948
10850868,10948716
10850868,10948716
10850868,10948716
10850868,10948716
10850868,10948716
10850868,10948716
10850868,10948716
10850868,10950064
10850868,10950064
10850868,10950064
10850868,10951696
10850868,10951696
10850868,10951696
10850868,10953120
10850868,10953120
10850868,10953120
10850868,10953120
10850868,10953120
10850868,10953880
10850868,10953880
10850868,10953880
10850868,10953880
10850868,10953880
10850868,10955276
10850868,10955276
10850868,10955276
10850868,10956892
10850868,10956892
10850868,10956892
10850868,10956892
10850868,10958396
10850868,10958396
10850868,10958396
10850868,10958396
10850868,10958396
10850868,10958396
10850868,10959164
10850868,10959164
10850868,10959164
10850868,10960592
10850868,10960592
10850868,10960592
